item,bill_year,bill_month,date_peak,scale_5k,minutes,fuel_cell,meter,total
1073,2019,Jun,6/10/2019,124,255,23,,48
1074,2019,Jun,6/10/2019,124,270,23,,49
1075,2019,Jun,6/10/2019,124,285,23,,49
1076,2019,Jun,6/10/2019,124,300,23,,50
1077,2019,Jun,6/10/2019,124,315,23,,50
1078,2019,Jun,6/10/2019,124,330,23,,50
1079,2019,Jun,6/10/2019,124,345,23,,51
1080,2019,Jun,6/10/2019,124,360,23,,51
1081,2019,Jun,6/10/2019,124,375,23,,52
1082,2019,Jun,6/10/2019,124,390,23,,48
1083,2019,Jun,6/10/2019,124,405,23,24,48
1084,2019,Jun,6/10/2019,124,420,23,26,50
1085,2019,Jun,6/10/2019,124,435,23,28,53
1086,2019,Jun,6/10/2019,124,450,23,30,55
1087,2019,Jun,6/10/2019,124,465,23,33,59
1088,2019,Jun,6/10/2019,124,480,23,36,63
1089,2019,Jun,6/10/2019,124,495,23,50,78
1090,2019,Jun,6/10/2019,124,510,23,49,78
1091,2019,Jun,6/10/2019,124,525,23,50,80
1092,2019,Jun,6/10/2019,124,540,23,49,81
1093,2019,Jun,6/10/2019,124,555,23,47,80
1094,2019,Jun,6/10/2019,124,570,23,54,87
1095,2019,Jun,6/10/2019,124,585,23,57,90
1096,2019,Jun,6/10/2019,124,600,23,50,85
1097,2019,Jun,6/10/2019,124,615,23,50,85
1098,2019,Jun,6/10/2019,124,630,23,50,86
1099,2019,Jun,6/10/2019,124,645,23,50,87
1100,2019,Jun,6/10/2019,124,660,23,51,87
1101,2019,Jun,6/10/2019,124,675,23,52,89
1102,2019,Jun,6/10/2019,124,690,23,53,91
1103,2019,Jun,6/10/2019,124,705,23,54,92
1104,2019,Jun,6/10/2019,124,720,23,53,92
1105,2019,Jun,6/10/2019,124,735,23,55,93
1106,2019,Jun,6/10/2019,124,750,23,53,92
1107,2019,Jun,6/10/2019,124,765,23,56,95
1108,2019,Jun,6/10/2019,124,780,23,59,98
1109,2019,Jun,6/10/2019,124,795,23,58,96
1110,2019,Jun,6/10/2019,124,810,23,57,95
1111,2019,Jun,6/10/2019,124,825,23,59,97
1112,2019,Jun,6/10/2019,124,840,23,61,99
1113,2019,Jun,6/10/2019,124,855,23,62,99
1114,2019,Jun,6/10/2019,124,870,23,55,88
1115,2019,Jun,6/10/2019,124,885,23,54,92
1116,2019,Jun,6/10/2019,124,900,23,55,93
1117,2019,Jun,6/10/2019,124,915,23,55,93
1118,2019,Jun,6/10/2019,124,930,23,56,93
1119,2019,Jun,6/10/2019,124,945,23,58,95
1120,2019,Jun,6/10/2019,124,960,23,58,91
1121,2019,Jun,6/10/2019,124,975,23,62,95
1122,2019,Jun,6/10/2019,124,990,23,63,93
1123,2019,Jun,6/10/2019,124,1005,23,60,89
1124,2019,Jun,6/10/2019,124,1020,23,58,87
1125,2019,Jun,6/10/2019,124,1035,23,59,90
1126,2019,Jun,6/10/2019,124,1050,23,58,87
1127,2019,Jun,6/10/2019,124,1065,23,58,87
1128,2019,Jun,6/10/2019,124,1080,23,59,87
1129,2019,Jun,6/10/2019,124,1095,23,57,84
1130,2019,Jun,6/10/2019,124,1110,23,57,83
1131,2019,Jun,6/10/2019,124,1125,23,56,81
1132,2019,Jun,6/10/2019,124,1140,23,56,80
1133,2019,Jun,6/10/2019,124,1155,23,55,80
1134,2019,Jun,6/10/2019,124,1170,23,,80
1135,2019,Jun,6/10/2019,124,1185,23,,77
1136,2019,Jun,6/10/2019,124,1200,23,,73
1137,2019,Jun,6/10/2019,124,1215,23,,75
1138,2019,Jun,6/10/2019,124,1230,23,,75
1139,2019,Jun,6/10/2019,124,1245,23,,75
1140,2019,Jun,6/10/2019,124,1260,23,,74
1141,2019,Jun,6/10/2019,124,1275,23,,69
1142,2019,Jun,6/10/2019,124,1290,23,,63
1143,2019,Jun,6/10/2019,124,1305,23,,60
1144,2019,Jun,6/10/2019,124,1320,23,,59
1145,2019,Jun,6/10/2019,124,1335,23,,57
1146,2019,Jun,6/10/2019,124,1350,23,,56
1147,2019,Jun,6/10/2019,124,1365,23,,55
1148,2019,Jun,6/10/2019,124,1380,23,,56
1149,2019,Jun,6/10/2019,124,1395,23,,55
1150,2019,Jun,6/10/2019,124,1410,23,,55
1151,2019,Jun,6/10/2019,124,1425,23,,54
1152,2019,Jun,6/10/2019,124,1440,23,,54
